,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts
10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0979381556173553,0.5423261445466404,0.5208141723106215,1.2070622534989321,0.5963311693401759,-1.1358238724749905,-0.474826381401532,-1.0259605713201223,-0.7025500425516908,1.343724137403052,-0.6836790429134075,-0.32405455691269935,-0.4787121470415389,2.817461833735853,-0.8827910425366515,-0.8409024562773199,-0.8224644151003052,-1.7826050241728804,-0.7688240291134375,1.0185971390790385,-1.2401022796884347
11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0558479867251656,0.7592566023652966,0.46303822271537637,1.1163538803286,0.5178557251088478,-1.1358238724749905,-0.3962586095850189,-0.9806463998980562,-0.6171422295436364,0.796723929977353,-0.5993400326739371,-0.32405455691269935,-0.5144844032007897,2.7747496380157326,-0.8381007209579144,-0.8127454225764239,-0.7343632777052513,-1.6504344270167908,-0.7632622678929962,1.0154531845189902,-1.2178571852045037
12,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0242803600560242,0.9761870601839528,0.4120335273462181,1.0318561705465064,0.44799343939071395,-1.1358238724749905,-0.43554249549327545,-0.9353322284759917,-0.6598461360476636,1.064054858418484,-0.6415095377936724,-0.32405455691269935,-0.47019399472183765,2.732037442295613,-0.7934103993791773,-0.7705098720250798,-0.6462621403101975,-1.5165447047245062,-0.748430904638486,0.7461386336555115,-1.1956120907205727
13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.9821901911638352,1.193117518002609,0.35199524804052706,0.9509541079891831,0.3771741360600032,-1.1358238724749905,-0.553394153218045,-0.8900180570539256,-0.8733656685677997,0.9036563013538057,-0.7680180531528781,-0.32405455691269935,-0.47298498082937046,2.667969148715433,-0.7487200778004403,-0.7376599993740347,-0.6168950945118464,-1.3809302022791314,-0.7447230638248585,1.1143216421592577,-1.1622444489946764
14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.9821901911638352,1.4100479758212652,0.3419948415924976,0.8767530243507491,0.31688202646764124,-1.1358238724749905,-0.6319619250345581,-0.799389714209795,-1.0441812945839086,0.9242202189262,-0.8523570633923486,-0.32405455691269935,-0.4743761976457902,2.625256952995313,-0.7040297562217032,-0.7095029656731386,-0.5875280487134953,-1.2435857787562166,-0.9242621523198934,1.4072158522230953,-1.1399993545107454
15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.4455405377884245,1.6269784336399213,0.3318064904428662,0.8053303953860009,0.265203075388474,-1.1358238724749905,-0.5141102673097885,-0.7540755427877289,-3.2647844327933244,0.9159946518972423,-0.7258485480331428,-0.32405455691269935,-0.4764531346467113,2.5825447572751936,-0.6593394346429661,-0.6954244488226906,-0.5581610029151441,-1.1044877859032896,-0.9516408071283615,1.6407760229417003,-1.1066317127848493
16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35417267116316714,-1.6269784336399213,-0.7788514124317581,-0.30458052749639036,-0.5367776839511975,-0.223597047686135,0.7036901958461638,0.1068937142315142,0.6212710590731533,0.13456578414624298,0.6235756157983855,-0.32405455691269935,-0.4332503729314554,-0.6849382153139763,-0.8157555601685459,0.13520804535374195,-0.381958728125037,0.2485875925611561,-0.5982633516865711,0.09644605240543883,-0.21682793342761314
17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4593980933936398,-1.4100479758212652,-0.8285317532756747,-0.3469111016425455,-0.5425197896266605,-0.07614120477505978,0.7036901958461638,0.1068937142315142,0.6212710590731533,0.027633412769790547,0.6235756157983855,-0.32405455691269935,-0.42220852124908453,-0.6849382153139763,-0.7710652385898088,0.163365079054638,-0.4113257739233881,0.2497664065376198,-0.567982651708613,0.07584404274634779,-0.1723377444597513
18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4278304667244983,-1.193117518002609,-0.8119069517172288,-0.3845019589924129,-0.5530469833650095,-0.20610228666278713,0.7036901958461638,0.1522078856535803,0.6639749655771805,0.15101691820415877,0.6657451209181208,-0.32405455691269935,-0.41295714014965623,-0.7062943131740361,-0.7263749170110717,0.20090779065583272,-0.381958728125037,0.2509765801532304,-0.5556231823298545,0.12715393031031474,-0.12784755549188945
19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37521775560926196,-0.9761870601839528,-0.7731020528855441,-0.4122865057292715,-0.5654882123285127,-0.06614419847600382,0.7429740817544203,0.1975220570756448,0.6212710590731533,0.13867856766072184,0.6235756157983855,-0.32405455691269935,-0.5052713702731375,-0.7276504110340961,-0.6816845954323345,0.21967914645643008,-0.381958728125037,0.25179090258616454,-0.5290503231655239,0.11651844082321235,-0.0722348192820622
20,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3962628400553568,-0.7592566023652966,-0.8204527535909993,-0.44317638416024957,-0.5654882123285127,-0.003662909106904134,0.8215418535709333,0.2428362284977109,0.6639749655771805,0.18391918631999032,0.6235756157983855,-0.32405455691269935,-0.34262779206556465,-0.7490065088941561,-0.614649113064229,0.25252901910747544,-0.3232246365283343,0.25220731746664227,-0.49876962318756574,0.18162083990560488,-0.02774463031420036
21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44887555117059313,-0.5423261445466404,-0.782555234295421,-0.46899966877450633,-0.5741013708417072,0.1512906885284631,0.7822579676626767,0.288150399919777,0.6212710590731533,0.0769868149435379,0.6657451209181208,-0.32405455691269935,-0.49873750061327654,-0.7490065088941561,-0.5476136306961233,0.2713003749080728,-0.35259168232668536,0.252197035617742,-0.46478108239598004,0.11964270004347394,0.027868105895626896
22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5225333467319243,-0.32539568672798425,-0.8258786734181774,-0.49629389998071444,-0.5846285645800561,0.1887794621499228,0.7822579676626767,0.3334645713418415,0.6212710590731533,-0.029945556432914525,0.6235756157983855,-0.32405455691269935,-0.5165591949255438,-0.770362606754216,-0.48057814832801765,0.32292160335971504,-0.1763894075365782,0.2517718811656988,-0.41039941712944294,0.13624719023238693,0.09460338934741956
23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7014165645237281,-0.10846522890932808,-0.8206048576750865,-0.5186849758804182,-0.5884566350303648,0.2562592546685506,0.7822579676626767,0.3787787427639076,0.7066788720812077,0.06876124791457983,0.6657451209181208,-0.32405455691269935,-0.49260295008684585,-0.7917187046142758,-0.413542665959912,0.3557714760107604,-0.11765531593987598,0.25092465681628223,-0.37764682327573307,0.21062766603173158,0.1502161255572468
24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6382813111854436,0.10846522890932808,-0.8127881064112509,-0.5410760517801217,-0.5874996174177876,0.2637570093928426,0.8215418535709333,0.4240929141859721,0.7066788720812077,-0.025832772918435668,0.707914626037856,-0.32405455691269935,-0.4871688933963339,-0.7917187046142758,-0.3465071835918063,0.4026998655122538,-0.00018713274647102208,0.24964816527526165,-0.31708542331981676,0.19366614406672641,0.20582886176707407
25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7224616489698215,0.32539568672798425,-0.8075212839593824,-0.5634671276798254,-0.5922847054806735,0.3087435377385943,0.7822579676626767,0.4694070856080382,0.6639749655771805,-0.058735041034267244,0.6657451209181208,-0.32405455691269935,-0.21864624670211852,-0.8130748024743358,-0.2794717012237007,0.4402425771134485,0.058546958850231194,0.24790899053371093,-0.2892766172176103,0.22082043710143773,0.27256414521886696
26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7329841911928696,0.5423261445466404,-0.8017806660271962,-0.5902710433553832,-0.5913276878680963,0.181281707425631,0.8215418535709333,0.5147212570301043,0.7066788720812077,-0.24381029918581976,0.707914626037856,-0.32405455691269935,-0.4830190672493587,-0.8344309003343958,-0.19009105806622642,0.45901393291404585,0.14664809624528505,0.24574311906278148,-0.28804067027973446,0.15678328345749684,0.33929942867065943
27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7750743600850578,0.7592566023652966,-0.804038624930628,-0.6157674509492062,-0.5961127759309822,0.20377497159850685,0.8215418535709333,0.5600354284521688,0.7066788720812077,-0.09163730915009881,0.707914626037856,-0.32405455691269935,-0.1950526541787888,-0.8344309003343958,-0.10071041490875235,0.5200208392659873,0.38158446263209495,0.2431238180553318,-0.24478252745407994,0.30243244055711926,0.4060347121224523
28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8066419867542007,0.9761870601839528,-0.8042982508672596,-0.6460035753393171,-0.6018548816064453,0.14629218537893504,0.8215418535709333,0.6053495998742349,0.7066788720812077,-0.14099071132384616,0.707914626037856,-0.32405455691269935,-0.20889760617296205,-0.8557869981944558,-0.01132977175127807,0.5857205845680781,0.6458878748172555,0.24826988343012485,-0.24540050092301785,0.35184962256956837,0.46164744833227955
29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8382096134233422,1.193117518002609,-0.8292940220189163,-0.6765665767498614,-0.600897863993868,0.05132062553790353,0.8215418535709333,0.6506637712962994,0.7066788720812077,-0.11220122672249346,0.707914626037856,-0.32405455691269935,-0.19669270915381964,-0.8771430960545157,0.07805087140619602,0.6185704572191234,0.6458878748172555,0.330558090644538,-0.2182096682897493,0.3705190587098535,0.528382731784072
30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8697772400924838,1.4100479758212652,-0.8468605576565985,-0.6979770215882642,-0.6056829520567539,-0.011160663831196158,0.7822579676626767,0.6959779427183655,0.6639749655771805,-0.021719989403956814,0.6657451209181208,-0.32405455691269935,-0.1849310007159672,-0.8771430960545157,0.18977667535303874,0.627956135119422,0.6458878748172555,0.4087057973066451,0.08619640150161166,0.36978595779164203,0.5951180152358648
31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9013448667616253,1.6269784336399213,-0.9000060743012134,-0.7121961719771271,-0.6075969872819083,0.011332600341679693,0.8215418535709333,0.7412921141404316,0.7066788720812077,0.027633412769790547,0.707914626037856,-0.32405455691269935,-0.2303252837498376,-0.8771430960545157,0.3015024792998815,0.6326489740695714,0.6458878748172555,0.4097247285327028,0.11338517126975328,0.4198223623056821,0.6618532986876577
32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.21737962226355298,-1.6269784336399213,-0.4660004104679564,0.14961509239613877,-0.3903539892268899,-1.0758418346806549,-0.2094765522541368,-0.3009338285670743,0.15152808752885372,-1.004675249364424,0.15971105948129766,-0.32405455691269935,-0.39078824982786514,0.2547300905286607,-0.01132977175127807,0.04135126635075517,-0.381958728125037,0.3498967061493929,-0.4073095497847533,-1.0398179763799085,0.2503190507349357
33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22790216448660114,-1.4100479758212652,-0.4934141120597572,0.1293487171292536,-0.3884399540017356,-1.0808403378301827,-0.08490534536169968,-0.25561965714500984,0.2796398070409354,-0.8607278263576612,0.2862195748405034,-0.32405455691269935,-0.39256447619482204,0.23337399266860082,0.07805087140619602,0.07889397795194988,-0.3232246365283343,0.36415454601997355,-0.37146708858635386,-0.8984818232519849,0.305931786944763
34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24894724893269446,-1.193117518002609,-0.5292363721850891,0.08914284361591727,-0.4037522358029703,-1.0483500673582509,-0.16443790926446095,-0.25561965714500984,0.15152808752885372,-0.9059684450169295,0.15971105948129766,-0.32405455691269935,-0.3895350486265865,0.21201789480854097,0.16743151456367028,0.12112952850329395,-0.26449054493163204,0.3781671637942732,-0.34736612329777494,-0.9421730680658457,0.37266707039655583
35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25946979115574265,-0.9761870601839528,-0.5419012225888521,0.040274729061089455,-0.3999241653526616,-1.053348570507779,-0.09504879292987362,-0.21030548572294372,0.19423199403288097,-0.9594346307051558,0.20188056460103293,-0.32405455691269935,-0.49762789706888405,0.19066179694848093,0.2568121577211446,0.16805791800478734,-0.14702236173822708,0.3919263339931708,-0.30472595394105834,-0.9944372611388058,0.4394023538483487
36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3226050444940256,-0.7592566023652966,-0.6123463933948745,-0.02183190482130024,-0.4248066232796681,-1.025856803185375,0.11443190722231587,-0.1649913143008776,0.15152808752885372,-0.9841113317920294,0.15971105948129766,-0.32405455691269935,-0.3293065228500683,0.16930569908842108,0.34619280087861865,0.21498630750628073,-0.08828827014152488,0.4054330848015569,-0.27568120090097603,-1.0175185873354455,0.49501509005817595
37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3857402978323101,-0.5423261445466404,-0.6632898974658368,-0.08589980082629174,-0.4401189050809029,-1.013360545311555,0.19299967903882892,-0.1196771428788131,0.2369359005369082,-1.1074948372263975,0.24405006972076818,-0.32405455691269935,-0.516851843080995,0.16930569908842108,0.43557344403609294,0.2478361801573261,-0.00018713274647102208,0.41868176120253564,-0.2324230580753215,-1.1426730980499271,0.5617503735099685
38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4383530089475465,-0.32539568672798425,-0.7039838590889718,-0.14800643470868155,-0.45160311643182904,-1.0483500673582509,-2.7532917640804104,-0.1196771428788131,0.5358632460650988,-1.0581414350526503,0.5392366055589151,-0.32405455691269935,-0.26608426356154535,0.147949601228361,0.524954087193567,0.2759932138582222,0.08791400464858283,0.4316852155072326,-0.20770411931780464,-1.0940795529555793,0.6284856569617613
39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4804431778397346,-0.10846522890932808,-0.7332079489459709,-0.20978619157063763,-0.4611732925576007,-1.028356054760139,-2.7140078781721537,-0.074362971456747,0.5358632460650988,-0.868953393386619,0.5392366055589151,-0.32405455691269935,-0.2317162102495459,0.12659350336830116,0.6366798911404098,0.294764569658819,0.08791400464858283,0.44443625042141804,-0.1613561091474605,-0.9051505722285814,0.6952209404135538
40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5120108045088761,0.10846522890932808,-0.7587387068761411,-0.26388433845240344,-0.4726575039085268,-1.023357551610611,0.5072707663048811,-0.029048800034682513,0.4077515265530171,-0.7126676198364191,0.4548975953194445,-0.32405455691269935,-0.48295362482314685,0.12659350336830116,0.726060534297884,0.32761444230986436,0.17601514204363616,0.456946690071327,-0.14158095814144703,-0.7510076660538649,0.7619562238653467
41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5435784311780191,0.32539568672798425,-0.7722270173213415,-0.30784929770072667,-0.47839960958398986,-1.013360545311555,0.6251224240296507,0.01626537138738359,0.49315933956107155,-0.23558473215686168,0.5392366055589151,-0.32405455691269935,-0.23656227999578483,0.12659350336830116,0.8377863382447268,0.3651571539110591,0.3228503710353922,0.4691599842880068,-0.14034501120357118,-0.28203984616384314,0.8398140545591047
42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5751460578471607,0.5423261445466404,-0.7940967872965862,-0.33841229911127113,-0.4898838209349159,-1.025856803185375,0.6644063099379072,0.061579542809449696,0.5358632460650988,-0.3342915365043564,0.5392366055589151,-0.32405455691269935,-0.19313795192602035,0.10523740550824132,0.9495121421915695,0.40739270446240317,0.46968560002714826,0.48110389406348864,-0.11315417857030263,-0.38017903599379,0.9065493380108975
43,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5961911422932554,0.7592566023652966,-0.8068910135879637,-0.3562270967249039,-0.49945399706068766,-0.9983650358629712,0.6644063099379072,0.061579542809449696,0.5358632460650988,-0.2643742167582144,0.5392366055589151,-0.32405455691269935,-0.12237680487821805,0.10523740550824132,1.0612379461384123,0.4543210939638965,0.5871537832205532,0.4927732784733219,-0.09708686837791666,-0.3192811223442036,0.9844071687046556
44,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6172362267393487,0.9761870601839528,-0.8192306759498853,-0.37011937009333323,-0.501368032285842,-0.9733725201153313,0.6644063099379072,0.1068937142315142,0.5358632460650988,0.08521238197249562,0.5392366055589151,-0.32405455691269935,-0.11269422326920069,0.10523740550824132,1.1953089108746235,0.49186380556509124,0.7046219664139582,0.5041804757361878,-0.08040158471659278,-0.022294909566901406,1.0622649993984137
45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6382813111854436,1.193117518002609,-0.8346653067584194,-0.37322470178745276,-0.5071101379613051,-1.005862790587263,0.6644063099379072,0.1522078856535803,0.5358632460650988,0.4882651663914322,0.5392366055589151,-0.32405455691269935,-0.1194835365779906,0.10523740550824132,1.3293798756108346,0.5153280003158379,0.7046219664139582,0.5153280563143108,-0.06557022146208266,-0.008013414948127595,1.1290002828502066
46,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6488038534084918,1.4100479758212652,-0.8493279656321411,-0.37371501731810314,-0.5071101379613051,-1.1358238724749905,0.6644063099379072,0.1975220570756448,0.5358632460650988,0.5252802180217426,0.5392366055589151,-0.32405455691269935,-0.4791121808288109,0.10523740550824132,1.4634508403470463,0.5340993561164353,0.7046219664139582,0.5262309288885979,0.6033968759584037,0.19919993037873643,1.2068581135439647
47,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6698489378545851,1.6269784336399213,-0.8628126920155901,-0.3681581079707314,-0.5071101379613051,-1.0502857221847555,0.6644063099379072,0.2428362284977109,0.5358632460650988,0.08818036454837683,0.5392366055589151,-0.32405455691269935,-0.21728585728438285,0.10523740550824132,1.5975218050832576,0.543485034016734,0.7046219664139582,0.5368890934590493,0.7923091963642689,0.3739284462436631,1.2847159442377227
48,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.518481355728736,-1.6269784336399213,1.646590696646668,3.4332582011621704,4.235869149971166,-0.6759615827184168,-2.2730976189873466,-1.479102285540777,-3.3928961523054064,-1.2925700953779502,-2.2861202374633476,0.04961739065010079,-0.478568412742254,1.1943983963712979,-1.1732781327984427,-1.150629826987176,-2.173348521824461,-2.1533710659938334,-0.732981567915038,-1.6801272683047024,-1.2845924686562964
49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.4763911868365467,-1.4100479758212652,1.5489407488241143,3.2923742053552756,4.007141940565223,-0.4935162177606457,-1.6954587939994843,-1.4337881141187108,-1.7701477051523715,-0.22735916512790397,-1.8644251862659948,0.06928433525866924,-0.4806958097017407,1.1730422985112379,-1.1732781327984427,-1.108394276435832,-2.0265132928327048,-2.0962882972670065,-0.7268018332256588,-0.6369015626657369,-1.2623473741723654
50,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.3922108490521685,-1.193117518002609,1.3927027554631137,3.1173315609130667,3.769801572646083,-0.43353417996631005,-1.686168529561185,-1.3884739426966464,-1.9409633311684804,-0.947096280161719,-1.737916670906789,0.10861822447580605,-0.46718326683642125,1.130330102791118,-1.1509329720090742,-1.0614658869343385,-1.9090451096393,-2.0386004417323735,-0.702082894468142,-1.1044675677648097,-1.228979732446469
51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.360643222383027,-0.9761870601839528,1.2939417484976012,2.912052792080747,3.514277870087978,-0.26608432445712277,-2.7213651969977555,-1.3431597712745802,-3.350192245801379,-0.6262991660323614,-3.2981883603369937,0.12828516908437448,-0.46219590765199997,1.0876179070709981,-1.1285878112197056,-1.038001692183592,-1.791576926445895,-1.9878559187603746,-0.694049239371949,-1.0159385070797515,-1.206734637962538
52,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.329075595713885,-0.7592566023652966,1.2122443721147402,2.7048127611258255,3.2501410090166782,-0.25608731815806696,-2.6648802926253206,-1.2525314284304496,-3.350192245801379,-0.5029156605979931,-3.2981883603369937,0.14795211369294295,-0.5087634323837606,1.0449057113508784,-1.106242650430337,-0.9957661416322481,-1.644741697454139,-1.9370908320905738,-0.677981929179563,-0.8460879825683012,-1.1844895434786074
53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.2975079690447435,-0.5423261445466404,1.1146582380745904,2.4925061363541827,2.943895372991982,0.12129966963129524,-1.6278689782969875,-1.2072172570083834,-1.855555518160426,-0.7537954549812088,-1.8644251862659948,0.1676190583015114,-0.41366199611284693,1.0235496134908182,-1.106242650430337,-0.9441449131806053,-1.527273514260734,-1.8864691772129378,-0.6477012292016049,-1.2978288761834218,-1.1511219017527108
54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.2659403423756013,-0.32539568672798425,1.0359985725664587,2.293601469420319,2.6405207898050183,0.3212397956124142,-1.6967448830833245,-1.161903085586319,-1.9836672376725077,-0.5728329803441351,-2.033103206744936,0.14795211369294295,-0.499959225055901,0.9808374177706984,-1.0838974896409683,-0.883138006828664,-1.4098053310673293,-1.844611256245801,-0.6050610598448882,-1.365350972443418,-1.12887680726878
55,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.213327631260365,-0.10846522890932808,0.9409142884611218,2.088649577608433,2.3648997173827926,0.4487016259253775,-0.1998391800437363,-1.1165889141642529,-0.3182148840154458,-1.0499158680236926,-0.38849250707526073,0.1676190583015114,-0.30886714222556866,0.9381252220505788,-1.0615523288516,-0.8127454225764239,-1.2629701020755733,-1.8029060207348395,-0.5395558721374686,-1.2483237463261736,-1.0955091655428837
56,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.1607149201451286,0.10846522890932808,0.8475861946140096,1.8897449106745687,2.1093760148246874,0.6286477393083848,-0.3569747236767624,-1.0712747427421867,-0.7452539490557181,-0.8607278263576612,-0.5571705275542018,0.1676190583015114,-0.23658071032312425,0.8954130263304586,-1.0168620072728627,-0.7470456772743331,-1.1455019188821685,-1.7613195405786808,-0.5148369333799517,-1.107125343784644,-1.0621415238169873
57,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.1186247512529395,0.32539568672798425,0.7504957100892474,1.6947627679859085,1.865336523617508,0.6136522298598007,-0.6712458109428145,-1.0259605713201223,-0.8306617620637725,-0.6427503000902771,-3.213849350097523,0.14795211369294295,-0.27461285924893586,0.852700830610339,-0.9945168464834944,-0.6907316098725413,-1.0280337356887634,-1.719947436972102,-0.48517420687093143,-0.8965654695059764,-1.028773882091091
58,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.066012040137703,0.5423261445466404,0.6513002449065437,1.5177588614210977,1.6385233494367177,0.8110931042661558,-0.04270363641071022,-0.9806463998980562,-0.06199144499128242,-1.0458030845092134,-0.2198144865963197,0.14795211369294295,-0.2613430140698975,0.8099886348902189,-0.9721716856941257,-0.6531888982713466,-0.8811985066970074,-1.678733673838593,-0.4833202864641177,-1.36147775007305,-0.9954062403651948
